CLOCK;MEMORY_USED;PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;PAPI_L2_TCA;PAPI_L3_TCA
11568503254;6246400;557987;1253519;193887;546306;1253519
11566077468;6246400;557847;1253424;197658;546065;1253424
11565612544;6246400;557856;1253787;197790;546236;1253787
11565110444;6246400;558227;1253830;198215;546610;1253830
11567551292;6246400;557044;1256075;261713;541093;1256075
11566533574;6246400;557953;1254702;208585;545971;1254702
11573019980;6246400;527549;1186339;256414;515567;1186339
11566081088;6246400;557799;1253243;190621;546271;1253243
11756082244;6348800;565946;1272166;207191;554225;1272166
11756319370;6348800;566050;1271593;199683;554317;1271593
11754006670;6348800;566369;1272690;197726;554652;1272690
11754300682;6348800;566647;1263024;206386;554890;1263024
11754639530;6348800;567042;1261607;192273;555462;1261607
11708857586;6348800;566262;1276886;531182;548572;1276886
11756746486;6348800;566382;1265866;282165;553935;1265866
11754893874;6348800;566244;1265942;292252;553493;1265942
11756320844;6348800;566267;1266182;297725;553321;1266182
11754714396;6348800;566142;1264701;287614;553601;1264701
11944777464;6451200;574433;1284816;306115;561264;1284816
11943152846;6451200;574215;1283887;296802;561130;1283887
11943634004;6451200;574279;1284369;298771;561307;1284369
11944939234;6451200;574646;1284636;309950;561682;1284636
11945899998;6451200;574674;1285840;313641;561475;1285840
11944240268;6451200;575021;1284030;296836;562097;1284030
11944618580;6451200;574249;1283485;297460;561139;1283485
11944608834;6451200;574150;1284703;307713;560937;1284703
11944566104;6451200;574445;1284692;309708;561046;1284692
11945259690;6451200;575112;1284616;315183;562005;1284616
12134417376;6553600;582477;1302584;319674;569150;1302584
12134644212;6553600;582620;1302552;310118;569186;1302552
12100748278;6553600;582368;1316449;632546;560215;1316449
12132040900;6553600;613901;1366748;204791;601734;1366748
12133207492;6553600;582186;1295125;213637;569719;1295125
12133805734;6553600;582455;1295843;220878;570099;1295843
12134098964;6553600;582706;1304669;329907;569092;1304669
12135316754;6553600;583333;1305276;335506;569386;1305276
12134421476;6553600;582784;1297311;241550;570007;1297311
12135984328;6553600;582530;1296878;238577;570049;1296878
12325452764;6656000;590581;1314564;234079;577759;1314564
12321105876;6656000;590810;1315573;253580;577746;1315573
12323558032;6656000;590375;1315138;230357;577889;1315138
12323560434;6656000;590431;1314272;236504;577747;1314272
12325144174;6656000;590809;1327454;240408;578048;1327454
12322938400;6656000;590633;1314612;223834;578100;1314612
12323279108;6656000;590613;1319744;326200;575803;1319744
